categoria,disponibilidade,preco_com_taxa,preco_sem_taxa,rating,titulo,url_imagem
Science,3,30.6,30.6,4,Seven Brief Lessons on Physics,https://books.toscrape.com/media/cache/ae/f9/aef933758e39ba5e4327b2152478bb1a.jpg
Add a comment,3,52.33,52.33,2,Seven Days in the Art World,https://books.toscrape.com/media/cache/92/2f/922f6fcd3282a0da76cc14fc13ae2411.jpg
Womens Fiction,3,48.96,48.96,5,Something Borrowed (Darcy & Rachel #1),https://books.toscrape.com/media/cache/82/ed/82ed95c8c6c3ee6171fe3b55d766a9ec.jpg
Nonfiction,3,49.51,49.51,1,Spilled Milk: Based on a True Story,https://books.toscrape.com/media/cache/2e/a3/2ea30e892e0060412f854b31a4e72e47.jpg
Nonfiction,3,36.74,36.74,3,Stiff: The Curious Lives of Human Cadavers,https://books.toscrape.com/media/cache/00/01/0001685f344cae0e6921bc3f8256b54e.jpg
Science,3,25.83,25.83,2,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",https://books.toscrape.com/media/cache/a5/50/a550edf8668b36d52d37080a804944ab.jpg
Fiction,3,22.1,22.1,1,The Art of Fielding,https://books.toscrape.com/media/cache/8a/fe/8afee4ecfc952010bcb70f72e4728d16.jpg
Food and Drink,3,34.32,34.32,3,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",https://books.toscrape.com/media/cache/ce/50/ce507dd8849b38d2c3eebb0e691c1aab.jpg
Default,3,23.43,23.43,2,The Autobiography of Malcolm X,https://books.toscrape.com/media/cache/d7/4d/d74ddd5fd851eb01a201e7de7f4d5832.jpg
Add a comment,3,53.71,53.71,5,The Blind Side: Evolution of a Game,https://books.toscrape.com/media/cache/a2/2a/a22a10fdc420dce290c7c85dde23f093.jpg
Sports and Games,3,44.84,44.84,5,The Book of Basketball: The NBA According to The Sports Guy,https://books.toscrape.com/media/cache/73/bb/73bbe0a70806f8a732b9a7a7a343c5ec.jpg
Default,3,53.49,53.49,2,The Book Thief,https://books.toscrape.com/media/cache/54/0b/540bd6b063db9cc37fcfa7d9d8a97c7d.jpg
Add a comment,3,47.84,47.84,1,The Case for Christ (Cases for Christianity),https://books.toscrape.com/media/cache/fc/42/fc42d56ac8d3ee46bfea880d0cf46a5e.jpg
Childrens,3,16.26,16.26,2,The Cat in the Hat (Beginner Books B-1),https://books.toscrape.com/media/cache/3c/45/3c4578b3f58e5b4afea86f886b201fd8.jpg
Add a comment,3,24.55,24.55,1,The Catcher in the Rye,https://books.toscrape.com/media/cache/b4/54/b4540e3eb2e980d0c2b45c5c4432f28b.jpg
Add a comment,3,41.32,41.32,5,The Complete Poems,https://books.toscrape.com/media/cache/e5/cb/e5cb32b76ae2e45823f1d50446c9ae58.jpg
Classics,3,26.78,26.78,4,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),https://books.toscrape.com/media/cache/55/2d/552d55d44dcc0f27e98b3e7dc3959e1a.jpg
Mystery,3,19.21,19.21,1,The Cuckoo's Calling (Cormoran Strike #1),https://books.toscrape.com/media/cache/72/ec/72ec24f082aba608ca37bc3aeaf57317.jpg
Fiction,3,22.96,22.96,2,The Da Vinci Code (Robert Langdon #2),https://books.toscrape.com/media/cache/90/81/90810ccd85e7f49b9040246800a19b44.jpg
Science,3,57.35,57.35,5,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",https://books.toscrape.com/media/cache/47/cd/47cd27d1ae8935f974541829eea328f2.jpg
Science,3,13.03,13.03,4,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",https://books.toscrape.com/media/cache/5e/db/5edba3f8d50df6306bc5aa3f2516bd0c.jpg
Add a comment,3,22.13,22.13,4,"The End of Faith: Religion, Terror, and the Future of Reason",https://books.toscrape.com/media/cache/69/97/69978f609f9c1cb470ce1aa0774cf9d1.jpg
Mystery,3,43.45,43.45,3,The Exiled,https://books.toscrape.com/media/cache/dd/29/dd29147b962e4480491cac5bce41e4e4.jpg
Add a comment,3,57.48,57.48,1,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),https://books.toscrape.com/media/cache/fb/c5/fbc5ed73ca9452af655115c7bd006e83.jpg
Default,3,22.14,22.14,2,The Girl Who Played with Fire (Millennium Trilogy #2),https://books.toscrape.com/media/cache/21/7f/217f8cd244c5dfbd2ed860695694f545.jpg
Horror,3,49.47,49.47,3,The Girl with All the Gifts,https://books.toscrape.com/media/cache/9a/91/9a911066cb404976bcc25dbc8817432a.jpg
Default,3,12.3,12.3,1,The Giver (The Giver Quartet #1),https://books.toscrape.com/media/cache/fe/a1/fea18082a98781b8e87bdf99065f4887.jpg
Default,3,43.58,43.58,3,The Goldfinch,https://books.toscrape.com/media/cache/d3/af/d3afd585a95c0b8b59f73f2948cef8c8.jpg
Historical Fiction,3,49.53,49.53,1,The Guernsey Literary and Potato Peel Pie Society,https://books.toscrape.com/media/cache/98/e3/98e3925e5e6a66acf2cde918fc147205.jpg
History,3,14.54,14.54,2,The Guns of August,https://books.toscrape.com/media/cache/ca/23/ca23598be538026a7898232e8a1079d0.jpg
Add a comment,3,47.8,47.8,3,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),https://books.toscrape.com/media/cache/f4/00/f4000d1f2348894ec00679674a5b5d4f.jpg
Fiction,3,52.51,52.51,5,The Husband's Secret,https://books.toscrape.com/media/cache/95/27/9527e680e56bb3f8d9bf4e8882a3b723.jpg
Fiction,3,27.41,27.41,1,The Infinities,https://books.toscrape.com/media/cache/c8/9e/c89ec72cf70f8d37e049223b90708a5a.jpg
Young Adult,3,29.64,29.64,4,"The Land of 10,000 Madonnas",https://books.toscrape.com/media/cache/af/82/af82a0cccc29dd467330dab0325807c8.jpg
Historical Fiction,3,55.55,55.55,2,The Last Painting of Sara de Vos,https://books.toscrape.com/media/cache/1c/e4/1ce4c2573d65ebdc3c85d9a6592d57b1.jpg
Business,3,33.92,33.92,3,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,https://books.toscrape.com/media/cache/52/6e/526e9f360da288db64ca70c89cdbcaa9.jpg
Nonfiction,3,37.25,37.25,2,The Name of God is Mercy,https://books.toscrape.com/media/cache/01/7c/017c9fd993b4ebb5676213f6de1f96c5.jpg
Womens Fiction,3,52.53,52.53,5,The Nanny Diaries (Nanny #1),https://books.toscrape.com/media/cache/e3/4e/e34e69942bf1327c602ef9754d02a022.jpg
Young Adult,3,44.92,44.92,3,The New Guy (and Other Senior Year Distractions),https://books.toscrape.com/media/cache/20/59/2059cab99f3edbb3971347b7a0812cdd.jpg
Fiction,3,26.26,26.26,4,The Nightingale,https://books.toscrape.com/media/cache/c6/ac/c6ac29eaf9e7de9de175d014d2132428.jpg
Romance,3,45.43,45.43,1,The Obsession,https://books.toscrape.com/media/cache/a6/38/a63804d7adf6fb90b70b226702cb4f7b.jpg
Default,3,36.8,36.8,3,The Paris Wife,https://books.toscrape.com/media/cache/c4/81/c481876e0c0057308366ba37f7413b7e.jpg
Classics,3,29.7,29.7,2,The Picture of Dorian Gray,https://books.toscrape.com/media/cache/67/29/67297ff3ae6cb02884c52e5250fe7c1a.jpg
Romance,3,12.25,12.25,1,The Purest Hook (Second Circle Tattoos #3),https://books.toscrape.com/media/cache/c2/9d/c29dbb9c163edb0e885f897063d619f3.jpg
Add a comment,3,37.19,37.19,3,The Purpose Driven Life: What on Earth Am I Here for?,https://books.toscrape.com/media/cache/e8/67/e867d03f2a94d84ff1be5800a34b9a95.jpg
Historical Fiction,3,35.66,35.66,5,The Red Tent,https://books.toscrape.com/media/cache/15/59/155942710c3ae4bd4ed622df9a999b99.jpg
Add a comment,3,34.77,34.77,1,The Rest Is Noise: Listening to the Twentieth Century,https://books.toscrape.com/media/cache/fe/74/fe7494f92b03b9c178cf19a038011f18.jpg
Science Fiction,3,10.92,10.92,1,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),https://books.toscrape.com/media/cache/aa/8f/aa8fc991d84aca12ed94a0a2fa1099e5.jpg
Biography,3,42.57,42.57,3,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg
Travel,3,23.21,23.21,1,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),https://books.toscrape.com/media/cache/26/f5/26f5d20239a45046e756c6d09611b3ea.jpg
Fantasy,3,58.64,58.64,4,The Rose & the Dagger (The Wrath and the Dawn #2),https://books.toscrape.com/media/cache/a9/b6/a9b62c069312790dd2d408b0b57a2976.jpg
Sequential Art,3,55.55,55.55,5,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",https://books.toscrape.com/media/cache/df/96/df96b9a9739d2421620bfb3622f3c2d0.jpg
Mystery,3,23.05,23.05,5,The Silkworm (Cormoran Strike #2),https://books.toscrape.com/media/cache/fa/d2/fad227281b25d606782218a33323991b.jpg
Add a comment,3,10.02,10.02,2,The Tipping Point: How Little Things Can Make a Big Difference,https://books.toscrape.com/media/cache/ba/ab/baab7240d3d472f4f868ae8b4481365b.jpg
Thriller,3,15.77,15.77,1,The Travelers,https://books.toscrape.com/media/cache/42/a3/42a345bdcb3e13d5922ff79cd1c07d0e.jpg
Womens Fiction,3,45.75,45.75,4,The Undomestic Goddess,https://books.toscrape.com/media/cache/e3/e9/e3e95f631eb64252324768ce795b50d7.jpg
Sequential Art,3,14.41,14.41,3,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",https://books.toscrape.com/media/cache/33/cb/33cb44fb2984e4d09dc2263c50b36927.jpg
Childrens,3,56.07,56.07,3,The Wild Robot,https://books.toscrape.com/media/cache/42/48/424876ee529de5b557ebd69286c87343.jpg
Psychology,3,21.14,21.14,1,"Thinking, Fast and Slow",https://books.toscrape.com/media/cache/7d/9b/7d9ba3173dcc0194ec63f9c77d0763cb.jpg
Fiction,3,23.21,23.21,3,Three-Martini Lunch,https://books.toscrape.com/media/cache/fc/c2/fcc2f183dde593b991e01585f5df1e09.jpg
Nonfiction,3,53.51,53.51,1,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",https://books.toscrape.com/media/cache/fb/65/fb6511ce55f5cf2ebf22a90655ad7c42.jpg
Womens Fiction,3,42.8,42.8,2,Twenties Girl,https://books.toscrape.com/media/cache/49/ec/49ec020f1dfa44313313495b809f74f1.jpg
Default,3,41.93,41.93,2,Twilight (Twilight #1),https://books.toscrape.com/media/cache/05/22/05220e25687e267099f0aeb329b6f3cc.jpg
Young Adult,3,32.74,32.74,2,Two Boys Kissing,https://books.toscrape.com/media/cache/a0/29/a029efdcb7e61cc2fed1f7404cf065a0.jpg
Nonfiction,3,30.0,30.0,1,Under the Banner of Heaven: A Story of Violent Faith,https://books.toscrape.com/media/cache/0a/44/0a44a38a50b7d61facccae446cf30630.jpg
Nonfiction,3,58.09,58.09,1,"Unstuffed: Decluttering Your Home, Mind, and Soul",https://books.toscrape.com/media/cache/68/2d/682d1c7c8aa1010bd138203ae9d2d10b.jpg
Food and Drink,3,13.66,13.66,2,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,https://books.toscrape.com/media/cache/a1/c7/a1c7dfc9ebc338043cb0420a49f58f5e.jpg
Nonfiction,3,50.66,50.66,3,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,https://books.toscrape.com/media/cache/fd/26/fd264a20852bbecf647475d968ac0409.jpg
Historical Fiction,3,21.07,21.07,5,Voyager (Outlander #3),https://books.toscrape.com/media/cache/6e/22/6e22497cbecedef59be86d1328e4b044.jpg
Young Adult,3,32.36,32.36,3,Walk the Edge (Thunder Road #2),https://books.toscrape.com/media/cache/3f/c5/3fc5fbb8ab3099a5fae8f5d180605905.jpg
Default,3,18.13,18.13,1,"Where'd You Go, Bernadette",https://books.toscrape.com/media/cache/8e/5d/8e5d5553e08df59154701c1448b40e20.jpg
Default,3,46.02,46.02,3,Wild: From Lost to Found on the Pacific Crest Trail,https://books.toscrape.com/media/cache/d3/34/d3347aba8346ccff1dcf3751b4e5b9ab.jpg
Default,3,21.8,21.8,1,World War Z: An Oral History of the Zombie War,https://books.toscrape.com/media/cache/12/1a/121ae6f29c52eb01f2bec02407bc3e57.jpg
Classics,3,17.73,17.73,3,Wuthering Heights,https://books.toscrape.com/media/cache/d8/64/d8644073d00c000cb60643256080cc4b.jpg
Default,3,34.77,34.77,1,Zero History (Blue Ant #3),https://books.toscrape.com/media/cache/c6/e9/c6e99bbab7370aec1922a3b37b5acbe2.jpg
Horror,4,49.56,49.56,4,'Salem's Lot,https://books.toscrape.com/media/cache/d3/55/d35568710e773adf06a0bc756a99f66d.jpg
Religion,4,27.62,27.62,1,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",https://books.toscrape.com/media/cache/fd/99/fd996fdccb07aa8759f1388a0dea343a.jpg
Spirituality,4,55.65,55.65,5,A New Earth: Awakening to Your Life's Purpose,https://books.toscrape.com/media/cache/13/1b/131bca3895aa2892f400020cd939cd42.jpg
Romance,4,56.43,56.43,1,A Walk to Remember,https://books.toscrape.com/media/cache/fe/a9/fea9278c15f5ad41f5d478196cf4132d.jpg
Classics,4,57.22,57.22,3,Animal Farm,https://books.toscrape.com/media/cache/73/b9/73b9d68a89e6d037f1afdc70f96bad09.jpg
Fiction,4,26.58,26.58,5,Atlas Shrugged,https://books.toscrape.com/media/cache/9d/3c/9d3c5430a627260e4a8c9ca02c8a8924.jpg
Womens Fiction,4,21.94,21.94,1,Can You Keep a Secret?,https://books.toscrape.com/media/cache/e1/24/e124fe015a3ffa6857eb35c39e89cd61.jpg
Classics,4,58.63,58.63,3,Candide,https://books.toscrape.com/media/cache/e7/7d/e77d917c495e649216225bd47e006482.jpg
Romance,4,13.38,13.38,3,Changing the Game (Play by Play #2),https://books.toscrape.com/media/cache/7a/6a/7a6a89af2f591d86df6f7c65649463db.jpg
Default,4,48.94,48.94,2,Confessions of a Shopaholic (Shopaholic #1),https://books.toscrape.com/media/cache/02/88/0288939291a11611aacb27925d3c2d19.jpg
Romance,4,12.87,12.87,1,Dark Lover (Black Dagger Brotherhood #1),https://books.toscrape.com/media/cache/d8/bd/d8bdea8d4e7db9af8e0cb1b36db448d2.jpg
Thriller,4,34.93,34.93,2,Far From True (Promise Falls Trilogy #2),https://books.toscrape.com/media/cache/9c/aa/9caacda3ff43984447ee22712e7e9ca9.jpg
Classics,4,32.49,32.49,3,Gone with the Wind,https://books.toscrape.com/media/cache/ac/ee/acee20cff19be38cc3efc5e9b50afae4.jpg
Fantasy,4,14.74,14.74,1,Harry Potter and the Chamber of Secrets (Harry Potter #2),https://books.toscrape.com/media/cache/9e/3c/9e3c81f9694c5832a24bf590c2a0b610.jpg
Fantasy,4,48.75,48.75,5,Harry Potter and the Half-Blood Prince (Harry Potter #6),https://books.toscrape.com/media/cache/06/ee/06ee91950f111a29d18bccb0c3418fb4.jpg
Fantasy,4,31.63,31.63,4,Harry Potter and the Order of the Phoenix (Harry Potter #5),https://books.toscrape.com/media/cache/ca/56/ca565814dfe2d9f73d3d6b1ad7265984.jpg
Young Adult,4,24.17,24.17,4,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),https://books.toscrape.com/media/cache/27/93/2793d4ce3d27cdcdb7a0961bc218b25f.jpg
Default,4,13.9,13.9,3,Harry Potter and the Sorcerer's Stone (Harry Potter #1),https://books.toscrape.com/media/cache/e7/3f/e73ff548ede8f14e62854878d86a604f.jpg
Horror,4,25.01,25.01,3,It,https://books.toscrape.com/media/cache/f9/40/f9409b5717cc44f29aa444d85ad26bdc.jpg
Classics,4,28.07,28.07,4,Little Women (Little Women #1),https://books.toscrape.com/media/cache/55/a9/55a942b0c092c40bdbb6a1f1be340984.jpg
Horror,4,34.79,34.79,2,Misery,https://books.toscrape.com/media/cache/cc/fb/ccfb8bb0f63377a67fb0a39d513f6cab.jpg
Default,4,20.44,20.44,4,Mockingjay (The Hunger Games #3),https://books.toscrape.com/media/cache/42/5a/425a156d129df73861380d9fe49c1533.jpg
Horror,4,47.51,47.51,4,Needful Things,https://books.toscrape.com/media/cache/d2/d8/d2d818d6654086560072fe1d42189636.jpg
Horror,4,12.75,12.75,4,Night Shift (Night Shift #1-20),https://books.toscrape.com/media/cache/b8/84/b8843e0c3fbadb1682b095c99eda7f7a.jpg
Music,4,20.02,20.02,5,No One Here Gets Out Alive,https://books.toscrape.com/media/cache/8e/9b/8e9be254974e64a8a3d365a1571e3ec2.jpg
Music,4,12.36,12.36,3,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",https://books.toscrape.com/media/cache/b5/94/b59425287ce6b186715fa7b01054c2bf.jpg
Default,4,19.67,19.67,5,Outlander (Outlander #1),https://books.toscrape.com/media/cache/2e/3f/2e3f900dfa0d70799f009f1c07f54697.jpg
Fantasy,4,49.45,49.45,5,Paper and Fire (The Great Library #2),https://books.toscrape.com/media/cache/b6/3b/b63bd741fc6ada1e60a33db14bde0277.jpg
Womens Fiction,4,48.39,48.39,5,Shopaholic Ties the Knot (Shopaholic #3),https://books.toscrape.com/media/cache/d0/f8/d0f8f438caa5e7adc1c727da4f06ca64.jpg
Sequential Art,4,27.88,27.88,2,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",https://books.toscrape.com/media/cache/20/99/20995345e7a87cdfb4503283ae991e84.jpg
Fantasy,4,52.11,52.11,2,The Demonists (Demonist #1),https://books.toscrape.com/media/cache/be/f8/bef8aac75369fc2211515cd4c76d3518.jpg
Nonfiction,4,28.23,28.23,2,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,https://books.toscrape.com/media/cache/fd/51/fd513e918a0b34fb08bc67d1d7065e40.jpg
Nonfiction,4,16.81,16.81,4,The Gunning of America: Business and the Making of American Gun Culture,https://books.toscrape.com/media/cache/e2/23/e223db017107fcccf532e5fe753f307d.jpg
Classics,4,14.82,14.82,2,The Hound of the Baskervilles (Sherlock Holmes #5),https://books.toscrape.com/media/cache/9d/fe/9dfe2a73c6a1a1c09927c904de641ebf.jpg
Default,4,29.85,29.85,5,The Hunger Games (The Hunger Games #1),https://books.toscrape.com/media/cache/4e/9d/4e9de73d08f8c0b1b6ea859a93f1aa31.jpg
Nonfiction,4,38.71,38.71,3,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,https://books.toscrape.com/media/cache/f3/d1/f3d18f7fa858139e133fe4809d3827b5.jpg
Historical Fiction,4,28.32,28.32,5,The Passion of Dolssa,https://books.toscrape.com/media/cache/b3/59/b35975c0df26c40964028a8ccabc9a91.jpg
Romance,4,59.99,59.99,3,The Perfect Play (Play by Play #1),https://books.toscrape.com/media/cache/b0/be/b0be8b72b97ba3185f7d55235d0be76f.jpg
Classics,4,50.26,50.26,2,The Pilgrim's Progress,https://books.toscrape.com/media/cache/91/2a/912acfe6ee354d9d9bf3c1fa517c4252.jpg
Default,4,27.88,27.88,3,The Shining (The Shining #1),https://books.toscrape.com/media/cache/ea/cb/eacbd43aaf46f527416aa5d6561b29ad.jpg
Default,4,52.35,52.35,4,Vogue Colors A to Z: A Fashion Coloring Book,https://books.toscrape.com/media/cache/09/db/09db3ae79413c88e4ca1aab30368d63d.jpg
Add a comment,5,10.79,10.79,3,A Clash of Kings (A Song of Ice and Fire #2),https://books.toscrape.com/media/cache/6d/73/6d739416776a66c258ef0cb35f3eb9e1.jpg
Fantasy,5,17.21,17.21,4,A Feast for Crows (A Song of Ice and Fire #4),https://books.toscrape.com/media/cache/6f/b7/6fb724034c86041a52b247ae53613413.jpg
Add a comment,5,46.42,46.42,2,A Game of Thrones (A Song of Ice and Fire #1),https://books.toscrape.com/media/cache/37/09/3709ede7460008ec539deb7cd44b688e.jpg
Romance,5,31.3,31.3,1,A Girl's Guide to Moving On (New Beginnings #2),https://books.toscrape.com/media/cache/17/94/17940ad8d367ea5f28db57e7fc32dac9.jpg
Default,5,58.59,58.59,4,Alight (The Generations Trilogy #2),https://books.toscrape.com/media/cache/43/74/43749a90eed0e03d9975116ad44fbde3.jpg
Default,5,34.13,34.13,5,"Blue Lily, Lily Blue (The Raven Cycle #3)",https://books.toscrape.com/media/cache/16/67/16674db55d7c7c37bf19e1aed4a8cc57.jpg
Poetry,5,17.49,17.49,5,Booked,https://books.toscrape.com/media/cache/cf/3b/cf3b0341f5f4f4ad2c1439c11d32a9b1.jpg
Philosophy,5,20.75,20.75,1,Critique of Pure Reason,https://books.toscrape.com/media/cache/3b/28/3b28ec3663a81d36272a08e5a49644f2.jpg
Nonfiction,5,32.35,32.35,3,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",https://books.toscrape.com/media/cache/f2/c5/f2c56824a5aef38387350243762216eb.jpg
Sequential Art,5,52.41,52.41,1,"Death Note, Vol. 5: Whiteout (Death Note #5)",https://books.toscrape.com/media/cache/93/d9/93d98563d32936ffd8db2c19f7857478.jpg
Fiction,5,58.0,58.0,5,Digital Fortress,https://books.toscrape.com/media/cache/86/78/86786e20ec80b5b3ec66657870750b73.jpg
Horror,5,35.63,35.63,5,Dracula the Un-Dead,https://books.toscrape.com/media/cache/b1/f2/b1f25fa4623b3ee2db6fb6d6e27c6fb5.jpg
Default,5,38.7,38.7,2,Drama,https://books.toscrape.com/media/cache/46/04/4604cba3ffbb4936dd3edb9cbfe26393.jpg
Add a comment,5,42.27,42.27,1,Evicted: Poverty and Profit in the American City,https://books.toscrape.com/media/cache/db/27/db27a90497bcb1b1d8e59dec06264256.jpg
Add a comment,5,22.37,22.37,1,Find Her (Detective D.D. Warren #8),https://books.toscrape.com/media/cache/48/4d/484d8afc2cf8b77a45fa4fec0a5e7b89.jpg
Default,5,16.96,16.96,1,Fool Me Once,https://books.toscrape.com/media/cache/2e/ba/2eba785f249284b61928d98972c1b2ca.jpg
Science Fiction,5,32.42,32.42,1,Foundation (Foundation (Publication Order) #1),https://books.toscrape.com/media/cache/da/a0/daa08c54a927c27494ea5bb90af79c60.jpg
Sequential Art,5,16.33,16.33,1,"Fruits Basket, Vol. 5 (Fruits Basket #5)",https://books.toscrape.com/media/cache/8e/25/8e259f84683adbaa30452df5aaa142b3.jpg
Default,5,23.32,23.32,1,Harry Potter and the Deathly Hallows (Harry Potter #7),https://books.toscrape.com/media/cache/d6/2b/d62b299736dda60f16eb4c5b23f81a82.jpg
Default,5,36.55,36.55,2,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),https://books.toscrape.com/media/cache/3b/f1/3bf1eded8dda102ca3f572540273f587.jpg
Default,5,38.13,38.13,5,If I Stay (If I Stay #1),https://books.toscrape.com/media/cache/c2/62/c262c55a104878043319173d79986c89.jpg
Young Adult,5,48.13,48.13,5,Isla and the Happily Ever After (Anna and the French Kiss #3),https://books.toscrape.com/media/cache/61/ff/61ffcc9619675c79b1f0b568d6ee870c.jpg
Academic,5,13.12,13.12,2,Logan Kade (Fallen Crest High #5.5),https://books.toscrape.com/media/cache/2b/44/2b4404e00c242bf1b8263bdd99c07354.jpg
Young Adult,5,23.63,23.63,4,Lola and the Boy Next Door (Anna and the French Kiss #2),https://books.toscrape.com/media/cache/1e/12/1e12b33f2f3988b23f895d2319ef7af8.jpg
Childrens,5,22.54,22.54,1,Maybe Something Beautiful: How Art Transformed a Neighborhood,https://books.toscrape.com/media/cache/89/9a/899a07816ced14262169345493bbbe51.jpg
Food and Drink,5,24.91,24.91,5,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,https://books.toscrape.com/media/cache/c2/19/c219b1be1e325abd2244ace190870569.jpg
Nonfiction,5,31.63,31.63,4,My Mother Was Nuts,https://books.toscrape.com/media/cache/65/67/6567e9868a3d1196f32c063c0f73ea01.jpg
Science,5,16.28,16.28,2,Peak: Secrets from the New Science of Expertise,https://books.toscrape.com/media/cache/7c/04/7c04c7a92b5ba83361eba81fa364a2ca.jpg
Horror,5,23.37,23.37,3,Red Dragon (Hannibal Lecter #1),https://books.toscrape.com/media/cache/4a/ce/4acec5ebebf374e7a84a5d8c74ee5752.jpg
Default,5,11.48,11.48,3,Remember Me?,https://books.toscrape.com/media/cache/56/6c/566cf3ec6a006c333f64c3f70992874d.jpg
Default,5,16.23,16.23,5,Shiver (The Wolves of Mercy Falls #1),https://books.toscrape.com/media/cache/79/57/79574d160951e6703343c593ef1bae98.jpg
Fiction,5,34.22,34.22,5,Siddhartha,https://books.toscrape.com/media/cache/6b/5f/6b5fba0f415741ab61c0cf24d11933ab.jpg
Nonfiction,5,25.15,25.15,4,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,https://books.toscrape.com/media/cache/5d/62/5d62099546e3889ad385b13c62bc8874.jpg
Young Adult,5,41.81,41.81,1,Tell Me Three Things,https://books.toscrape.com/media/cache/92/a5/92a5e01c5067f65f03b316a328459f9f.jpg
Fantasy,5,45.51,45.51,3,Tell the Wind and Fire,https://books.toscrape.com/media/cache/bf/77/bf77b0c1f1bda1cd7297325066a7f337.jpg
Default,5,11.83,11.83,2,The 5th Wave (The 5th Wave #1),https://books.toscrape.com/media/cache/01/d2/01d245f56c1d9a397caa3d956573616e.jpg
Poetry,5,38.77,38.77,4,The Crossover,https://books.toscrape.com/media/cache/25/fe/25fe373b974387a66ff1dea80f023ccb.jpg
Young Adult,5,11.33,11.33,5,The Darkest Corners,https://books.toscrape.com/media/cache/8c/64/8c64037f38663260b91c275078ee882d.jpg
Default,5,34.5,34.5,1,The Dream Thieves (The Raven Cycle #2),https://books.toscrape.com/media/cache/77/1a/771a0d24c0ed726761a4ad4a4327e7d8.jpg
Fiction,5,45.56,45.56,3,The Firm,https://books.toscrape.com/media/cache/30/64/3064d8c687f770efea3fabeac0cd2d6f.jpg
Science,5,13.76,13.76,3,The Grand Design,https://books.toscrape.com/media/cache/9b/69/9b696c2064d6ee387774b6121bb4be91.jpg
History,5,55.91,55.91,4,The Hiding Place,https://books.toscrape.com/media/cache/74/92/74927818a922712c13999a8043f7f35c.jpg
Fiction,5,24.73,24.73,3,The Little Paris Bookshop,https://books.toscrape.com/media/cache/ed/25/ed2540d08b66683313ffee9241bfd926.jpg
History,5,42.91,42.91,5,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,https://books.toscrape.com/media/cache/52/74/5274c64fbcb7ce4bbf427ed751f6cada.jpg
Classics,5,28.58,28.58,1,The Metamorphosis,https://books.toscrape.com/media/cache/9b/33/9b33c3c40c8d27054a3edf96cbf6a2fb.jpg
Food and Drink,5,11.05,11.05,5,The Power Greens Cookbook: 140 Delicious Superfood Recipes,https://books.toscrape.com/media/cache/21/65/21651189fd05220e11ea5a1bd99ce58b.jpg
Fantasy,5,57.74,57.74,4,The Raven Boys (The Raven Cycle #1),https://books.toscrape.com/media/cache/68/b0/68b05bbf33c6b8e2914f35ad14a0d2d8.jpg
Add a comment,5,30.57,30.57,2,The Raven King (The Raven Cycle #4),https://books.toscrape.com/media/cache/2f/7f/2f7f108c7b56c6adac8510eb43ff4f79.jpg
Classics,5,15.08,15.08,4,The Secret Garden,https://books.toscrape.com/media/cache/f1/78/f17805e88aed31aae352ab250b2a379d.jpg
Music,5,38.4,38.4,1,This Is Your Brain on Music: The Science of a Human Obsession,https://books.toscrape.com/media/cache/d8/d3/d8d3a16113069ccde25da34483a583fb.jpg
Young Adult,5,14.64,14.64,1,Two Summers,https://books.toscrape.com/media/cache/cd/1a/cd1ab47070ea1662d4917d7ad483ed53.jpg
Default,5,53.68,53.68,4,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,https://books.toscrape.com/media/cache/1f/5a/1f5a1bea2bd3e38dc105a7fe33a08826.jpg
